Carabus_serratus-Btray-Y2018-NEON.BET.D09.003068-NEON.BET.D09.003900                                           => True: 13 , DINO: 13 , Check?: 0, Merge?: 0
Calosoma_affine-Btray-Y2018-NEON.BET.D06.003686-NEON.BET.D06.004203                                            => True: 9  , DINO: 9  , Check?: 0, Merge?: 0
Calosoma_prominens-Atray-Y2021-NEON.BET.D14.001610-NEON.BET.D14.001784                                         => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Agonum_quinquepunctatum-Btray-Y2018-NEON.BET.D19.000396-NEON.BET.D19.000568                                    => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2022-NEON.BET.D11.002995-NEON.BET.D11.003027                                    => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2018-NEON.BET.D16.000699-NEON.BET.D16.001917                                  => True: 26 , DINO: 26 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Btray-Y2018-NEON.BET.D09.002606-NEON.BET.D09.002707                                      => True: 27 , DINO: 27 , Check?: 0, Merge?: 0
Cyclotrachelus_convivus-Atray-Y2018-NEON.BET.D08.001929-NEON.BET.D08.002548                                    => True: 50 , DINO: 50 , Check?: 0, Merge?: 0
Cyclotrachelus_torvus-Atray-Y2019-NEON.BET.D09.004224-NEON.BET.D09.004676                                      => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Tetracha_virginica-Btray-Y2019-NEON.BET.D02.008969-NEON.BET.D02.009079                                         => True: 9  , DINO: 9  , Check?: 0, Merge?: 0
Cylindera_unipunctata-Btray-Y2022-NEON.BET.D07.012705-NEON.BET.D07.013688                                      => True: 20 , DINO: 20 , Check?: 0, Merge?: 0
Pterostichus_mutus-Atray-Y2022-NEON.BET.D05.008662-NEON.BET.D05.009159                                         => True: 59 , DINO: 59 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Atray-Y2019-NEON.BET.D10.010398-NEON.BET.D10.012206                                        => True: 34 , DINO: 34 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2021-NEON.BET.D07.010408-NEON.BET.D07.011634                                   => True: 58 , DINO: 58 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2020-NEON.BET.D06.006411-NEON.BET.D06.006492                                    => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_sublaevis-Atray-Y2019-NEON.BET.D03.002312-NEON.BET.D03.002494                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2020-NEON.BET.D02.009268-NEON.BET.D02.009322                                         => True: 55 , DINO: 55 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2020-NEON.BET.D10.012701-NEON.BET.D10.012790                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Anisodactylus_haplomus-Btray-Y2020-NEON.BET.D03.002737-NEON.BET.D03.002760                                     => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Calosoma_peregrinator-Atray-Y2021-NEON.BET.D14.001594-NEON.BET.D14.001633                                      => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Carabus_taedatus-Atray-Y2018-NEON.BET.D12.000048-NEON.BET.D12.000662                                           => True: N/A, DINO: 36 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2018-NEON.BET.D16.001436-NEON.BET.D16.001679                                   => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2020-NEON.BET.D07.009001-NEON.BET.D07.009475                                         => True: N/A, DINO: 26 , Check?: 0, Merge?: 0
Pterostichus_stygicus-Atray-Y2021-NEON.BET.D02.010665-NEON.BET.D02.011620                                      => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Btray-Y2017-NEON.BET.D09.002265-NEON.BET.D09.002384                                       => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Amara_californica-Atray-Y2019-NEON.BET.D17.001079-NEON.BET.D17.001538                                          => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Metrius_contractus-Btray-Y2019-NEON.BET.D17.001135-NEON.BET.D17.001752                                         => True: 8  , DINO: 8  , Check?: 0, Merge?: 0
Harpalus_desertus-Atray-Y2015-NEON.BET.D10.003167-NEON.BET.D10.004880                                          => True: 41 , DINO: 41 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Btray-Y2021-NEON.BET.D10.013907-NEON.BET.D10.015346                                        => True: 31 , DINO: 31 , Check?: 0, Merge?: 0
Agonum_quinquepunctatum-Btray-Y2021-NEON.BET.D19.001412-NEON.BET.D19.002770                                    => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2015-NEON.BET.D06.000809-NEON.BET.D06.000848                                    => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Carabus_truncaticollis-Atray-Y2019-NEON.BET.D18.001608-NEON.BET.D18.001675                                     => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Cyclotrachelus_freitagi-Btray-Y2018-NEON.BET.D07.003959-NEON.BET.D07.004180                                    => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Pterostichus_protractus-Atray-Y2019-NEON.BET.D10.012271-NEON.BET.D10.012460                                    => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Anisodactylus_opaculus-Atray-Y2018-NEON.BET.D06.003738-NEON.BET.D06.004131                                     => True: 50 , DINO: 50 , Check?: 0, Merge?: 0
Harpalus_ellipsis-Btray-Y2022-NEON.BET.D10.015546-NEON.BET.D10.016274                                          => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Cyclotrachelus_substriatus-Btray-Y2022-NEON.BET.D06.008355-NEON.BET.D06.008753                                 => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Piosoma_setosum-Btray-Y2019-NEON.BET.D15.000939-NEON.BET.D15.001055                                            => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Galerita_bicolor-Atray-Y2021-NEON.BET.D02.011702-NEON.BET.D02.011748                                           => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Agonum_placidum-Btray-Y2015-NEON.BET.D10.003133-NEON.BET.D10.004410                                            => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Anisodactylus_merula-Atray-Y2018-NEON.BET.D07.003416-NEON.BET.D07.004299                                       => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Scaphinotus_oreophilus-Btray-Y2019-NEON.BET.D17.000949-NEON.BET.D17.001465                                     => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2019-NEON.BET.D10.011016-NEON.BET.D10.011498                                       => True: N/A, DINO: 30 , Check?: 0, Merge?: 0
Pterostichus_rostratus-Btray-Y2019-NEON.BET.D07.006114-NEON.BET.D07.008172                                     => True: 23 , DINO: 24 , Check?: 0, Merge?: 1
Galerita_bicolor-Atray-Y2018-NEON.BET.D07.004264-NEON.BET.D07.004737                                           => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Cyclotrachelus_furtivus-Btray-Y2019-NEON.BET.D02.007297-NEON.BET.D02.008504                                    => True: 21 , DINO: 21 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Atray-Y2019-NEON.BET.D07.006721-NEON.BET.D07.007887                                     => True: 52 , DINO: 52 , Check?: 0, Merge?: 0
Discoderus_parallelus-Btray-Y2018-NEON.BET.D10.007890-NEON.BET.D10.009706                                      => True: 33 , DINO: 33 , Check?: 0, Merge?: 0
Scarites_ocalensis-Btray-Y2018-NEON.BET.D03.001995-NEON.BET.D03.002007                                         => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Omus_californicus-Atray-Y2022-NEON.BET.D17.002401-NEON.BET.D17.002790                                          => True: 47 , DINO: 47 , Check?: 0, Merge?: 0
Pterostichus_adoxus-Btray-Y2019-NEON.BET.D01.005605-NEON.BET.D01.005636                                        => True: 12 , DINO: 12 , Check?: 0, Merge?: 0
Harpalus_somnulentus-Btray-Y2018-NEON.BET.D09.003442-NEON.BET.D09.003968                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Cymindis_planipennis-Btray-Y2022-NEON.BET.D10.015572-NEON.BET.D10.016101                                       => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Cyclotrachelus_sigillatus-Atray-Y2018-NEON.BET.D07.003620-NEON.BET.D07.005186                                  => True: 43 , DINO: 43 , Check?: 0, Merge?: 0
Dicaelus_sculptilis-Atray-Y2019-NEON.BET.D06.004240-NEON.BET.D06.004490                                        => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Brachinus_cyanochroaticus-Btray-Y2015-NEON.BET.D09.000622-NEON.BET.D09.001306                                  => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Pterostichus_stygicus-Atray-Y2018-NEON.BET.D02.005705-NEON.BET.D02.005791                                      => True: 62 , DINO: 63 , Check?: 0, Merge?: 1
Galerita_bicolor-Btray-Y2018-NEON.BET.D02.006758-NEON.BET.D02.006794                                           => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Atray-Y2019-NEON.BET.D01.004335-NEON.BET.D01.004822                                   => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Chlaenius_tomentosus-Btray-Y2020-NEON.BET.D09.006019-NEON.BET.D09.012846                                       => True: N/A, DINO: 12 , Check?: 0, Merge?: 0
Cylindera_unipunctata-Btray-Y2018-NEON.BET.D07.003254-NEON.BET.D07.004901                                      => True: 15 , DINO: 15 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2018-NEON.BET.D16.000671-NEON.BET.D16.001852                                   => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
Dicaelus_teter-Atray-Y2022-NEON.BET.D07.012086-NEON.BET.D07.013855                                             => True: 35 , DINO: 35 , Check?: 0, Merge?: 0
Poecilus_lucublandus-Atray-Y2019-NEON.BET.D09.004180-NEON.BET.D09.005593                                       => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.009474-NEON.BET.D10.009606                                       => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_tristis-Atray-Y2019-NEON.BET.D01.004589-NEON.BET.D01.005599                                       => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Scaphinotus_angusticollis-Atray-Y2021-NEON.BET.D16.003655-NEON.BET.D16.004320                                  => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Calosoma_frigidum-Atray-Y2019-NEON.BET.D07.006609-NEON.BET.D07.006626                                          => True: 25 , DINO: 25 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2018-NEON.BET.D10.009691-NEON.BET.D10.009736                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D11.001686-NEON.BET.D11.001749                                    => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Harpalus_pensylvanicus-Btray-Y2018-NEON.BET.D02.007116-NEON.BET.D02.007152                                     => True: 14 , DINO: 14 , Check?: 0, Merge?: 0
Pterostichus_protractus-Atray-Y2019-NEON.BET.D10.011921-NEON.BET.D10.012432                                    => True: 49 , DINO: 49 , Check?: 0, Merge?: 0
Pterostichus_moestus-Btray-Y2022-NEON.BET.D07.012522-NEON.BET.D07.013794                                       => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Atray-Y2019-NEON.BET.D02.008351-NEON.BET.D02.008389                                         => True: 32 , DINO: 32 , Check?: 0, Merge?: 0
Pterostichus_acutipes-Atray-Y2017-NEON.BET.D07.002715-NEON.BET.D07.002923                                      => True: N/A, DINO: 59 , Check?: 0, Merge?: 0
Amara_littoralis-Btray-Y2021-NEON.BET.D09.006796-NEON.BET.D09.007769                                           => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Pterostichus_coracinus-Btray-Y2020-NEON.BET.D01.005910-NEON.BET.D01.006266                                     => True: 16 , DINO: 16 , Check?: 0, Merge?: 0
Metrius_contractus-Atray-Y2019-NEON.BET.D17.001709-NEON.BET.D17.001579                                         => True: 30 , DINO: 30 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2021-NEON.BET.D11.002088-NEON.BET.D11.002116                                    => True: 28 , DINO: 28 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2021-NEON.BET.D05.008156-NEON.BET.D05.008413                                         => True: 80 , DINO: 80 , Check?: 0, Merge?: 0
Brachinus_fumans-Btray-Y2021-NEON.BET.D02.009957-NEON.BET.D02.010000                                           => True: 37 , DINO: 37 , Check?: 0, Merge?: 0
Sphaeroderus_stenostomus-Btray-Y2018-NEON.BET.D07.005531-NEON.BET.D07.005661                                   => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Cyclotrachelus_faber-Btray-Y2020-NEON.BET.D03.002786-NEON.BET.D03.002807                                       => True: 17 , DINO: 17 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2020-NEON.BET.D07.009221-NEON.BET.D07.009489                                     => True: N/A, DINO: 20 , Check?: 0, Merge?: 0
Myas_cyanescens-Btray-Y2019-NEON.BET.D05.005769-NEON.BET.D05.006093                                            => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Chlaenius_aestivus-Btray-Y2018-NEON.BET.D02.006496-NEON.BET.D02.006754                                         => True: 23 , DINO: 23 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2021-NEON.BET.D05.007754-NEON.BET.D05.008053                                       => True: 84 , DINO: 84 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2015-NEON.BET.D11.000010-NEON.BET.D11.000553                                    => True: N/A, DINO: 26 , Check?: 0, Merge?: 0
Pasimachus_punctulatus-Atray-Y2021-NEON.BET.D07.008200-NEON.BET.D07.010010                                     => True: 24 , DINO: 24 , Check?: 0, Merge?: 0
Zacotus_matthewsii-Atray-Y2018-NEON.BET.D16.001686-NEON.BET.D16.001916                                         => True: N/A, DINO: 40 , Check?: 0, Merge?: 0
Pterostichus_novus-Atray-Y2019-NEON.BET.D05.005411-NEON.BET.D05.005479                                         => True: 48 , DINO: 48 , Check?: 0, Merge?: 0
Scaphinotus_marginatus-Btray-Y2017-NEON.BET.D16.000323-NEON.BET.D16.000348                                     => True: 10 , DINO: 10 , Check?: 0, Merge?: 0
Omus_dejeanii-Atray-Y2019-NEON.BET.D16.002346-NEON.BET.D16.002474                                              => True: 39 , DINO: 39 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2019-NEON.BET.D06.004737-NEON.BET.D06.004775                                    => True: 19 , DINO: 19 , Check?: 0, Merge?: 0
Pasimachus_californicus-Atray-Y2018-NEON.BET.D11.001144-NEON.BET.D11.001165                                    => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Cratacanthus_dubius-Btray-Y2019-NEON.BET.D11.001480-NEON.BET.D11.001892                                        => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Pterostichus_acutipes-Btray-Y2022-NEON.BET.D07.012725-NEON.BET.D07.013862                                      => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Synuchus_impunctatus-Atray-Y2022-NEON.BET.D05.008719-NEON.BET.D05.009039                                       => True: N/A, DINO: 87 , Check?: 0, Merge?: 0
Harpalus_vagans-Btray-Y2018-NEON.BET.D08.002196-NEON.BET.D08.002546                                            => True: 11 , DINO: 11 , Check?: 0, Merge?: 0
Brachinus_alternans-Btray-Y2018-NEON.BET.D08.002112-NEON.BET.D08.002438                                        => True: 22 , DINO: 22 , Check?: 0, Merge?: 0
Harpalus_amputatus-Atray-Y2014-NEON.BET.D10.001016-NEON.BET.D10.002151                                         => True: N/A, DINO: 80 , Check?: 0, Merge?: 0
Pterostichus_herculaneus-Atray-Y2019-NEON.BET.D16.002088-NEON.BET.D16.002771                                   => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Harpalus_opacipennis-Atray-Y2019-NEON.BET.D09.004231-NEON.BET.D09.005116                                       => True: 53 , DINO: 53 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2019-NEON.BET.D06.004376-NEON.BET.D06.006083                                       => True: 18 , DINO: 18 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Atray-Y2017-NEON.BET.D07.002139-NEON.BET.D07.002807                                         => True: N/A, DINO: 29 , Check?: 0, Merge?: 0
Cyclotrachelus_sodalis-Btray-Y2019-NEON.BET.D06.005159-NEON.BET.D06.005250                                     => True: N/A, DINO: 10 , Check?: 0, Merge?: 0
Cymindis_cribricollis-Atray-Y2019-NEON.BET.D01.005799-NEON.BET.D01.005860                                      => True: 56 , DINO: 56 , Check?: 0, Merge?: 0
Dicaelus_dilatatus-Btray-Y2021-NEON.BET.D07.008261-NEON.BET.D07.011558                                         => True: 9  , DINO: 9  , Check?: 0, Merge?: 0
Omus_dejeanii-Atray-Y2018-NEON.BET.D16.000744-NEON.BET.D16.001570                                              => True: 36 , DINO: 36 , Check?: 0, Merge?: 0
Pterostichus_tristis-Btray-Y2021-NEON.BET.D07.010582-NEON.BET.D07.011868                                       => True: 29 , DINO: 29 , Check?: 0, Merge?: 0
Pasimachus_elongatus-Atray-Y2020-NEON.BET.D06.006191-NEON.BET.D06.006563                                       => True: 39 , DINO: 39 , Check?: 0, Merge?: 0
Cyclotrachelus_fucatus-Atray-Y2019-NEON.BET.D07.006324-NEON.BET.D07.008110                                     => True: 40 , DINO: 40 , Check?: 0, Merge?: 0
